"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf"
"assessor_intercept[12,8]",-0.247376,0.7937045,1.87743,0.81338458330398,0.602850936436747,NA,0.0198249960300544,3.3,925,0.572841510896575,1.00108688943656
"assessor_intercept[13,8]",-1.299,0.187272,1.60933,0.17633455985483,0.691029167827429,NA,0.00403527738402765,0.6,29326,0.0223396300466776,1.00024911121082
"assessor_intercept[14,8]",-0.461912,0.3405435,1.18446,0.342590290816167,0.411520724872686,NA,0.00542066956269714,1.3,5763,0.15634090716471,1.00153146347322
"assessor_intercept[15,8]",-1.26999,0.185011,1.61003,0.178673215424735,0.688132943417567,NA,0.00395823562530682,0.6,30223,0.0245019970206254,1.0002803328365
"assessor_intercept[16,8]",-1.27605,0.187412,1.61295,0.1762195241136,0.692193653237042,NA,0.00383627611302823,0.6,32556,0.0231470045746045,1.00024599622763
"assessor_intercept[17,8]",-0.501797,0.328187,1.13649,0.32341130693075,0.4104289044805,NA,0.00499418560704546,1.2,6754,0.145530049400856,1.00033506225006
"assessor_intercept[18,8]",-1.29699,0.184836,1.60036,0.178112972582096,0.693117392332633,NA,0.00384726259701339,0.6,32457,0.0255868565976977,1.00017667234438
"assessor_intercept[19,8]",-1.68799,-0.5050995,0.577969,-0.531238027037597,0.657527332541953,NA,0.0219239381284295,3.3,899,0.63133975343426,1.00075207639529
"assessor_intercept[20,8]",-1.31804,0.1877115,1.58648,0.175303774502224,0.694549113907608,NA,0.00414463958180836,0.6,28082,0.0221331643839108,1.00044577517671
"assessor_intercept[21,8]",-0.958637,-0.0935851,0.782404,-0.10131526285145,0.452074476135196,NA,0.00985326999554028,2.2,2105,0.286426076694238,1.00034721899178
"assessor_intercept[22,8]",-1.26622,0.185252,1.64201,0.175531059616365,0.693262755116483,NA,0.0040221703067488,0.6,29708,0.0186973858328718,1.00022334740083
"assessor_intercept[23,8]",-1.23633,0.1867405,1.65235,0.177043197732225,0.691159316164704,NA,0.00408620085226409,0.6,28610,0.0192494343033121,1.00012479030397
"assessor_intercept[24,8]",-1.23219,0.1861175,1.63369,0.17605373961576,0.686267479474838,NA,0.0038752460640562,0.6,31361,0.0259872661662782,1.00016179557893
"assessor_intercept[25,8]",-1.22543,0.1812055,1.6821,0.176569523010008,0.692088548530739,NA,0.00398076032173366,0.6,30227,0.0227882871035365,1.00039669036956
"assessor_intercept[26,8]",-1.30631,0.1867575,1.60727,0.174011356802845,0.695792638208873,NA,0.00377649545721094,0.5,33945,0.0238328951046273,1.00007560293358
"assessor_intercept[27,8]",-1.26435,0.1859015,1.62317,0.179419589980602,0.689131618113611,NA,0.00395056274281191,0.6,30429,0.0216780513086273,1.00017294766448
"assessor_intercept[28,8]",-1.25079,0.1935385,1.62325,0.184338072169268,0.689002971730477,NA,0.00400212097861212,0.6,29639,0.0184846976917427,1.00006954193254
"assessor_intercept[29,8]",-1.28542,0.1821055,1.59291,0.178067297082965,0.685812975974247,NA,0.00395073743364038,0.6,30134,0.0249238343680209,1.00005157661385
"assessor_intercept[30,8]",-1.2348,0.1868715,1.63026,0.180774177008344,0.68646254792848,NA,0.00396337983849786,0.6,29999,0.0268751114721704,1.00014558073077
"assessor_intercept[31,8]",-0.467394,0.3574285,1.18481,0.35810280686688,0.416125746045917,NA,0.00578278451711037,1.4,5178,0.173805444577639,1.00057553034815
"assessor_intercept[32,8]",-1.26449,0.184252,1.60227,0.175893253337198,0.683691147029448,NA,0.00394179789869708,0.6,30084,0.0214837072838453,1.00017932663835
"assessor_intercept[33,8]",-1.26848,0.1886695,1.63685,0.181800388835615,0.693814069412537,NA,0.00388250249838306,0.6,31935,0.0219366721965262,1.00011376032876
"assessor_intercept[34,8]",-1.29844,0.181091,1.5762,0.171196670481955,0.68855997070211,NA,0.00398254355448881,0.6,29893,0.0268725409762377,1.00008805703102
"assessor_intercept[35,8]",-1.23742,0.1878775,1.65908,0.18080281344326,0.689388091833343,NA,0.00406146204843594,0.6,28811,0.0212766496046725,1.00020280837489
"assessor_intercept[36,8]",-1.25963,0.1888055,1.62361,0.179493425324204,0.688990683598111,NA,0.00407188775938221,0.6,28631,0.0256132211827784,1.00011797513299
"assessor_intercept[37,8]",-0.229219,0.8152295,1.92618,0.83110447978317,0.611153706917515,NA,0.019137762329007,3.1,1020,0.580888202130705,1.0010614034384
"assessor_intercept[38,8]",-1.2266,0.1884795,1.62815,0.182224942972183,0.685216519896549,NA,0.00395938495596817,0.6,29950,0.02190980239383,1.00009616405937
"assessor_intercept[39,8]",-1.24607,0.1849665,1.63534,0.178484222595708,0.690504868709065,NA,0.00410264699657338,0.6,28327,0.0235492480861872,1.00008444005856
"assessor_intercept[40,8]",-1.27511,0.186267,1.61214,0.179191102745458,0.692252869447189,NA,0.00406572486893924,0.6,28990,0.0240716254260651,1.00036100203951
"assessor_intercept[41,8]",-0.237962,0.744207,1.81448,0.77010646260319,0.577941873404164,NA,0.0170477747284925,2.9,1149,0.542316490046469,1.00047520559774
"assessor_intercept[42,8]",-0.973827,-0.09735205,0.762289,-0.10013596876686,0.451284843294733,NA,0.00930423629785756,2.1,2353,0.274913250833527,1.00078391213119
"assessor_intercept[1,9]",-1.07903,0.4032705,1.86352,0.408028683549312,0.707072045645631,NA,0.00398815922518161,0.6,31433,0.0272204952840658,1.00011151185817
"assessor_intercept[2,9]",-1.06076,0.4079685,1.87938,0.413484407127932,0.708124644820462,NA,0.00406419401318216,0.6,30358,0.0294386416812621,1.00006420233227
"assessor_intercept[3,9]",-1.07792,0.4028475,1.87369,0.411106809389487,0.707147973418314,NA,0.00396632460996072,0.6,31787,0.0250083659574494,1.00010461370845
"assessor_intercept[4,9]",-1.0737,0.4061495,1.83691,0.412499951243931,0.703768977537698,NA,0.00393255482914224,0.6,32027,0.0270617874801775,1.00022283238969
"assessor_intercept[5,9]",-1.10801,0.415117,1.84526,0.418471967139833,0.712228877002605,NA,0.00429671367141956,0.6,27477,0.0240425347377058,1.00004379528198
"assessor_intercept[6,9]",-1.03597,0.4044405,1.90931,0.411084324740131,0.70820536833957,NA,0.00391301002895576,0.6,32756,0.020463213970032,1.00004205948531
"assessor_intercept[7,9]",-1.06796,0.4040285,1.85825,0.413933550486531,0.708197820608239,NA,0.00402528111120353,0.6,30954,0.0254264528476992,1.00008429643529
"assessor_intercept[8,9]",-1.02967,0.403007,1.90233,0.413371662181762,0.708075335879632,NA,0.00404166227404791,0.6,30693,0.0231682355551064,1.00000130923108
"assessor_intercept[9,9]",-1.08213,0.410767,1.86884,0.414743187106045,0.705293449300166,NA,0.00405286732202308,0.6,30284,0.0252136078080495,1.00005349001198
"assessor_intercept[10,9]",-1.02153,0.4045315,1.93327,0.411766482667927,0.706714881980246,NA,0.00401167065449389,0.6,31034,0.0236984392942002,1.00007148342241
"assessor_intercept[11,9]",-1.02205,0.407603,1.91505,0.411303294928422,0.706502980976319,NA,0.00420021673501219,0.6,28293,0.0299020176417587,1.00011760353141
"assessor_intercept[12,9]",-1.08578,0.407384,1.86583,0.415389302239388,0.710779506790479,NA,0.00408784717949893,0.6,30233,0.0237740657016367,1.00015071935044
"assessor_intercept[13,9]",-1.04227,0.407618,1.913,0.419217372374387,0.709234549206468,NA,0.00407397074065899,0.6,30307,0.0250109443116391,1.00010735854215
"assessor_intercept[14,9]",-1.07601,0.406294,1.88275,0.413418948349345,0.709651954472091,NA,0.00418232481073977,0.6,28791,0.0270097437864289,1.00004368229029
"assessor_intercept[15,9]",-1.08482,0.4054645,1.8478,0.41203867684577,0.708212187297546,NA,0.0041026958971002,0.6,29798,0.0224901670622905,1.00005915063358
"assessor_intercept[16,9]",-1.07556,0.403064,1.87014,0.411016343776058,0.708837334416612,NA,0.00390146308631608,0.6,33009,0.026967715777871,1.0001048450634
"assessor_intercept[17,9]",-1.08257,0.408154,1.86419,0.413427911678953,0.707386820346825,NA,0.00404454190575206,0.6,30590,0.0228482963730348,1.00011503291695
"assessor_intercept[18,9]",-1.09233,0.4064045,1.86249,0.409174556341322,0.708035733460207,NA,0.00394450694042086,0.6,32220,0.0278155569832971,1.00003578146142
